FID,OBJECTID,YEAR,MONTH,PIXELS,NDVI,ETRF,ETR_MM,ET_MM,PPT_MM
21,22,2015,4,19,0.403904,0.504476,133.451969,67.323313,12.802571
21,22,2015,5,19,0.485573,0.499186,178.442306,89.075902,47.859100
21,22,2015,6,19,0.506392,0.451487,240.069568,108.388243,17.613675
21,22,2015,7,19,0.388976,0.518931,267.540676,138.835169,41.417032
21,22,2015,8,19,0.358325,0.406782,266.231847,108.298303,9.766565
21,22,2015,9,19,0.374161,0.491683,176.644176,86.852961,29.969360
21,22,2015,10,19,0.355521,0.342317,109.756642,37.571561,37.553566
21,22,2015,11,19,0.353635,0.325319,43.754429,14.234166,39.883999
21,22,2015,12,19,0.353635,0.325319,28.446110,9.254073,46.741949
22,23,2015,1,12,0.354443,0.595789,33.474763,19.943880,36.517374
22,23,2015,2,12,0.354443,0.595789,56.014699,33.372915,30.404241
22,23,2015,3,12,0.354443,0.595789,109.644403,65.324879,16.429790
22,23,2015,4,12,0.414570,0.695964,133.645132,93.012246,12.750704
22,23,2015,5,12,0.556021,0.674910,178.549294,120.504732,47.511670
22,23,2015,6,12,0.620889,0.744796,240.313961,178.984818,17.605934
22,23,2015,7,12,0.530983,0.867284,267.697687,232.170022,41.243037
22,23,2015,8,12,0.444616,0.693670,266.322279,184.739682,9.669556
22,23,2015,9,12,0.422941,0.878726,176.612825,155.194234,30.128408
22,23,2015,10,12,0.359046,0.677474,109.708598,74.324754,37.338884
22,23,2015,11,12,0.353205,0.666555,43.569256,29.041310,39.750657
22,23,2015,12,12,0.353205,0.666555,28.374165,18.912945,46.293213
23,24,2015,1,54,0.332157,0.444399,33.074841,14.698435,33.658955
23,24,2015,2,54,0.332157,0.444399,55.588766,24.703607,28.672230
23,24,2015,3,54,0.332157,0.444399,109.744829,48.770521,14.935052
23,24,2015,4,54,0.393360,0.572417,135.144589,77.359124,11.783281
23,24,2015,5,54,0.550688,0.704999,179.710814,126.695906,46.031249
23,24,2015,6,54,0.582037,0.819782,241.654316,198.103956,17.193319
23,24,2015,7,54,0.568179,0.940949,269.056314,253.168340,40.229546
23,24,2015,8,54,0.598101,0.844946,267.583930,226.094026,9.303998
23,24,2015,9,54,0.655843,1.043124,177.503965,185.158720,29.595748
23,24,2015,10,54,0.605633,0.735566,110.482581,81.267215,35.306111
23,24,2015,11,54,0.600286,0.717079,43.464615,31.167583,38.580892
23,24,2015,12,54,0.600286,0.717079,28.387715,20.356247,43.038750
24,28,2015,1,71,0.484596,0.425007,33.214272,14.116292,31.908349
24,28,2015,2,71,0.484596,0.425007,54.535047,23.177766,26.982433
24,28,2015,3,71,0.484596,0.425007,109.090538,46.364221,14.971035
24,28,2015,4,71,0.486858,0.391633,135.598553,53.104812,12.094256
24,28,2015,5,71,0.482228,0.271904,178.836224,48.626219,44.687080
24,28,2015,6,71,0.503339,0.502011,241.480374,121.225874,16.626270
24,28,2015,7,71,0.452369,0.669913,268.290000,179.731035,39.774890
24,28,2015,8,71,0.491002,0.501783,267.558544,134.256432,9.487159
24,28,2015,9,71,0.478106,0.363702,176.730856,64.277445,29.202550
24,28,2015,10,71,0.387855,0.228792,109.925826,25.150200,33.353939
24,28,2015,11,71,0.383164,0.225984,42.452659,9.593638,36.071478
24,28,2015,12,71,0.383164,0.225984,28.223818,6.378142,41.435072
25,29,2015,1,110,0.508011,0.410788,33.552883,13.783106,30.606705
25,29,2015,2,110,0.508011,0.410756,54.046721,22.199990,25.767431
25,29,2015,3,110,0.508011,0.410772,109.079264,44.806661,14.948310
25,29,2015,4,110,0.532243,0.465888,135.988101,63.355280,12.317638
25,29,2015,5,110,0.491539,0.291024,178.232252,51.869866,43.544647
25,29,2015,6,110,0.386746,0.315662,241.215452,76.142500,15.987964
25,29,2015,7,110,0.478166,0.563952,267.497631,150.855891,39.242013
25,29,2015,8,110,0.584928,0.618108,267.595757,165.402961,9.718097
25,29,2015,9,110,0.641082,0.660856,176.256064,116.479797,28.534433
25,29,2015,10,110,0.562842,0.470923,109.677218,51.649478,31.801169
25,29,2015,11,110,0.556680,0.461469,41.901769,19.336362,33.966908
25,29,2015,12,110,0.556680,0.461506,28.268894,13.046259,40.250309
26,30,2015,1,130,0.434056,0.369192,34.136849,12.603057,28.913921
26,30,2015,2,130,0.434056,0.369192,53.711236,19.829767,24.339587
26,30,2015,3,130,0.434056,0.369192,109.541220,40.441759,14.778105
26,30,2015,4,130,0.478366,0.438735,136.810668,60.023606,12.409258
26,30,2015,5,130,0.528962,0.403934,177.966178,71.886536,41.896383
26,30,2015,6,130,0.504336,0.504925,241.167772,121.771757,15.037463
26,30,2015,7,130,0.412289,0.567144,266.716865,151.266980,38.053376
26,30,2015,8,130,0.375286,0.359690,267.893694,96.358787,9.898200
26,30,2015,9,130,0.383843,0.358430,176.007692,63.086475,27.462357
26,30,2015,10,130,0.347596,0.273363,109.660970,29.977284,29.952975
26,30,2015,11,130,0.344521,0.268932,41.431479,11.142245,31.595418
26,30,2015,12,130,0.344521,0.268932,28.454831,7.652411,38.725342
27,31,2015,1,18,0.258369,0.358544,34.313439,12.302894,28.335458
27,31,2015,2,18,0.258369,0.358544,53.504989,19.183918,23.815832
27,31,2015,3,18,0.258369,0.358544,109.585227,39.291177,14.776262
27,31,2015,4,18,0.318568,0.444354,137.083852,60.913695,12.475855
27,31,2015,5,18,0.520313,0.549553,177.824344,97.723985,41.321724
27,31,2015,6,18,0.692005,0.873609,241.158991,210.678762,14.736396
27,31,2015,7,18,0.703324,0.973759,266.437271,259.445566,37.654035
27,31,2015,8,18,0.625500,0.823506,267.959532,220.666401,9.946906
27,31,2015,9,18,0.614572,0.927756,175.856366,163.151771,27.169166
27,31,2015,10,18,0.513523,0.721184,109.583652,79.029953,29.323330
27,31,2015,11,18,0.504353,0.709127,41.188352,29.207781,30.776740
27,31,2015,12,18,0.504353,0.709127,28.479081,20.195291,38.223614
28,32,2015,1,18,0.402245,0.319883,33.262304,10.640060,32.557653
28,32,2015,2,18,0.402245,0.319883,55.580010,17.779125,27.910143
28,32,2015,3,18,0.402245,0.319883,110.116646,35.224491,14.499864
28,32,2015,4,18,0.453775,0.410620,135.541350,55.655961,11.654565
28,32,2015,5,18,0.580903,0.502266,179.665440,90.239814,45.310018
28,32,2015,6,18,0.578980,0.493288,241.622026,119.189141,16.726969
28,32,2015,7,18,0.533337,0.530891,268.845736,142.727667,39.870063
28,32,2015,8,18,0.565288,0.437337,267.885628,117.156382,9.446289
28,32,2015,9,18,0.540921,0.425696,177.584437,75.597019,28.904282
28,32,2015,10,18,0.444657,0.299209,110.694667,33.120811,34.153219
28,32,2015,11,18,0.438917,0.289713,43.442971,12.585984,37.273011
28,32,2015,12,18,0.438917,0.289713,28.544759,8.269782,41.875006
29,33,2015,1,423,0.438300,0.244830,34.119166,8.353386,30.375401
29,33,2015,2,423,0.438300,0.244683,55.596493,13.603506,26.240664
29,33,2015,3,423,0.438300,0.244750,111.257285,27.230246,13.998987
29,33,2015,4,423,0.465986,0.285094,136.604447,38.945112,11.610093
29,33,2015,5,423,0.482224,0.270301,179.528035,48.526653,43.265955
29,33,2015,6,423,0.448515,0.351989,241.483754,84.999523,15.390578
29,33,2015,7,423,0.484977,0.610968,267.875970,163.663607,38.363055
29,33,2015,8,423,0.506071,0.459459,268.429723,123.332387,9.761562
29,33,2015,9,423,0.537244,0.390117,177.570988,69.273453,27.159175
29,33,2015,10,423,0.500070,0.295887,111.016507,32.848326,31.739116
29,33,2015,11,423,0.496747,0.290605,43.243550,12.566807,34.214332
29,33,2015,12,423,0.496747,0.290784,28.977166,8.426099,39.804215
30,35,2015,1,130,0.399103,0.238038,34.486861,8.209192,29.865022
30,35,2015,2,130,0.399103,0.238000,56.079573,13.346955,26.049796
30,35,2015,3,130,0.399103,0.238018,112.167203,26.697767,13.613819
30,35,2015,4,130,0.444164,0.372792,137.053941,51.092571,11.377873
30,35,2015,5,130,0.516026,0.496291,179.938010,89.301692,42.771009
30,35,2015,6,130,0.540642,0.669939,241.575729,161.840908,14.935030
30,35,2015,7,130,0.559624,0.812867,267.824473,217.705650,37.741312
30,35,2015,8,130,0.628941,0.819517,268.806532,220.291555,9.820001
30,35,2015,9,130,0.691502,0.923112,177.993667,164.308019,26.353505
30,35,2015,10,130,0.626352,0.733832,111.513244,81.831985,31.238160
30,35,2015,11,130,0.618664,0.720594,43.612403,31.426843,33.694947
30,35,2015,12,130,0.618664,0.720546,29.283810,21.100334,39.256911
31,36,2015,1,77,0.475899,0.403843,34.667704,14.000320,29.876059
31,36,2015,2,77,0.475899,0.403868,56.285620,22.731976,26.094488
31,36,2015,3,77,0.475899,0.403855,112.395460,45.391444,13.544351
31,36,2015,4,77,0.516032,0.493517,137.252730,67.736511,11.326362
31,36,2015,5,77,0.616998,0.593995,180.110315,106.984692,42.985123
31,36,2015,6,77,0.644669,0.765680,241.643824,185.021845,14.902714
31,36,2015,7,77,0.661256,0.933951,267.932953,250.236185,37.673887
31,36,2015,8,77,0.708750,0.845491,268.864456,227.322373,9.805886
31,36,2015,9,77,0.689283,0.851588,178.190499,151.744963,25.897612
31,36,2015,10,77,0.595331,0.715641,111.775190,79.990886,31.138822
31,36,2015,11,77,0.592301,0.709931,43.756837,31.064332,33.634700
31,36,2015,12,77,0.592301,0.709945,29.376124,20.855428,39.229341
32,37,2015,1,110,0.346880,0.266000,34.373800,9.143424,29.932874
