FID,OBJECTID,YEAR,MONTH,PIXELS,NDVI,ETRF,ETR_MM,ET_MM,PPT_MM
2,3,2016,4,71,0.490411,0.774435,140.606932,108.890999,40.476435
2,3,2016,5,71,0.655303,0.765311,161.283882,123.432309,59.904455
2,3,2016,6,71,0.703571,0.901032,210.776054,189.915896,23.145637
2,3,2016,7,71,0.721421,0.882919,226.457862,199.944050,56.587944
2,3,2016,8,71,0.634017,0.805619,214.330091,172.668296,13.251301
2,3,2016,9,71,0.649493,0.649442,130.598456,84.816172,51.146730
2,3,2016,10,71,0.608577,0.326066,62.281037,20.307753,134.239825
2,3,2016,11,71,0.604843,0.289493,57.758985,16.720815,33.436073
2,3,2016,12,71,0.604843,0.289493,26.955570,7.803445,87.657444
3,4,2016,1,15,0.469079,0.784939,33.022587,25.920732,53.763556
3,4,2016,2,15,0.469079,0.784939,66.915278,52.524442,66.250809
3,4,2016,3,15,0.469079,0.784939,86.022963,67.522819,69.036222
3,4,2016,4,15,0.559280,0.815186,139.087178,113.381929,42.537708
3,4,2016,5,15,0.648366,0.878453,159.826015,140.399644,61.798377
3,4,2016,6,15,0.648649,0.885812,208.938189,185.079968,23.370573
3,4,2016,7,15,0.629942,0.868840,224.819098,195.331719,57.773907
3,4,2016,8,15,0.648434,0.871262,212.594224,185.225336,13.404911
3,4,2016,9,15,0.652879,0.855826,129.767802,111.058601,52.595097
3,4,2016,10,15,0.622833,0.832142,61.848295,51.466546,140.613113
3,4,2016,11,15,0.620663,0.828577,57.317738,47.492155,35.044552
3,4,2016,12,15,0.620663,0.828577,26.881313,22.273236,94.130568
4,5,2016,1,116,0.530209,0.771652,32.795153,25.306441,55.017599
4,5,2016,2,116,0.530209,0.771652,66.832032,51.571062,67.052745
4,5,2016,3,116,0.530209,0.771652,85.633974,66.079615,69.728202
4,5,2016,4,116,0.632695,0.795310,138.517827,110.164673,43.287278
4,5,2016,5,116,0.722252,0.846713,159.325536,134.903039,62.368757
4,5,2016,6,116,0.713646,0.901096,208.260670,187.662781,23.366811
4,5,2016,7,116,0.754573,0.886613,224.195053,198.774348,58.272024
4,5,2016,8,116,0.700222,0.871773,211.950527,184.772813,13.471474
4,5,2016,9,116,0.722382,0.768493,129.579395,99.580852,53.025323
4,5,2016,10,116,0.692729,0.544903,61.844837,33.699432,142.462257
4,5,2016,11,116,0.689825,0.519060,57.121736,29.649589,35.518390
4,5,2016,12,116,0.689825,0.519060,26.906469,13.966062,96.709557
5,6,2016,1,50,0.576887,0.843221,32.585602,27.476874,57.043405
5,6,2016,2,50,0.576887,0.843221,66.599584,56.158188,69.030325
5,6,2016,3,50,0.576887,0.843221,84.927739,71.612879,71.604628
5,6,2016,4,50,0.681533,0.922910,137.616193,127.007315,44.611261
5,6,2016,5,50,0.761583,0.923385,158.342290,146.210891,63.869566
5,6,2016,6,50,0.788764,0.969805,207.155937,200.900864,23.574907
5,6,2016,7,50,0.769382,0.923384,223.345944,206.234021,58.955095
5,6,2016,8,50,0.733190,0.922098,210.979138,194.543465,13.547910
5,6,2016,9,50,0.760238,0.903267,129.061416,116.576921,54.026760
5,6,2016,10,50,0.706338,0.801515,61.482394,49.279086,146.855518
5,6,2016,11,50,0.701259,0.788490,56.949818,44.904369,36.459475
5,6,2016,12,50,0.701259,0.788490,26.823633,21.150169,100.084184
6,7,2016,1,181,0.397450,0.556574,32.346871,18.003435,62.250456
6,7,2016,2,181,0.397450,0.556574,65.748993,36.594195,75.392401
6,7,2016,3,181,0.397450,0.556574,82.884897,46.131598,78.032384
6,7,2016,4,181,0.455718,0.492999,135.249666,66.677906,48.475381
6,7,2016,5,181,0.567386,0.579654,155.260905,89.997637,69.389433
6,7,2016,6,181,0.570852,0.702716,204.182679,143.482380,24.576593
6,7,2016,7,181,0.556180,0.721854,221.549929,159.926703,60.552855
6,7,2016,8,181,0.491954,0.656360,208.607955,136.921911,13.678455
6,7,2016,9,181,0.488640,0.608918,127.328745,77.532746,57.392322
6,7,2016,10,181,0.455098,0.590225,59.805842,35.298929,161.689395
6,7,2016,11,181,0.452093,0.586180,56.869409,33.335725,39.189417
6,7,2016,12,181,0.452093,0.586180,26.352471,15.447299,107.031891
7,8,2016,1,61,0.361648,0.465520,32.580022,15.166637,62.716410
7,8,2016,2,61,0.361648,0.465520,65.394525,30.442430,76.439509
7,8,2016,3,61,0.361648,0.465520,82.257676,38.292556,79.226470
7,8,2016,4,61,0.426835,0.419046,134.472301,56.350129,49.963771
7,8,2016,5,61,0.530443,0.491119,154.285529,75.772584,71.896693
7,8,2016,6,61,0.528133,0.655421,203.234179,133.204047,25.134859
7,8,2016,7,61,0.538791,0.714226,221.211972,157.995428,61.448364
7,8,2016,8,61,0.467403,0.680638,208.046459,141.604401,14.021252
7,8,2016,9,61,0.500167,0.543562,126.655503,68.845070,58.640654
7,8,2016,10,61,0.510896,0.485731,59.060625,28.687601,166.859587
7,8,2016,11,61,0.512022,0.478126,56.971063,27.239359,39.523203
7,8,2016,12,61,0.512022,0.478126,26.350117,12.598682,106.937251
8,9,2016,1,15,0.376007,0.466868,32.770844,15.299646,62.030394
8,9,2016,2,15,0.376007,0.466868,65.315542,30.493712,75.785049
8,9,2016,3,15,0.376007,0.466868,82.212014,38.382128,78.653874
8,9,2016,4,15,0.437786,0.483000,134.349639,64.890854,50.292723
8,9,2016,5,15,0.527871,0.516231,154.212290,79.609218,72.548831
8,9,2016,6,15,0.493838,0.605510,203.125268,122.994398,25.302612
8,9,2016,7,15,0.493143,0.572028,221.284735,126.581093,61.842720
8,9,2016,8,15,0.437675,0.658761,208.088129,137.080276,14.278708
8,9,2016,9,15,0.473404,0.527221,126.560426,66.725374,58.842223
8,9,2016,10,15,0.465239,0.551592,58.930206,32.505421,167.483451
8,9,2016,11,15,0.464574,0.552779,57.034530,31.527482,39.176377
8,9,2016,12,15,0.464574,0.552779,26.473175,14.633811,105.667073
9,10,2016,1,23,0.412958,0.375094,32.690620,12.262041,64.174628
9,10,2016,2,23,0.412958,0.375094,65.195056,24.454245,79.054500
9,10,2016,3,23,0.412958,0.375094,81.800373,30.682792,81.574594
9,10,2016,4,23,0.515893,0.550068,134.061381,73.742940,50.564119
9,10,2016,5,23,0.606754,0.641429,153.738745,98.612470,72.807313
9,10,2016,6,23,0.565687,0.745719,202.708529,151.163502,25.510432
9,10,2016,7,23,0.615632,0.799178,220.764764,176.430394,61.518367
9,10,2016,8,23,0.500772,0.695892,207.525347,144.415258,14.013875
9,10,2016,9,23,0.541829,0.549228,125.963463,69.182661,59.443585
9,10,2016,10,23,0.574591,0.365573,58.353313,21.332424,170.611526
9,10,2016,11,23,0.577328,0.343705,56.948364,19.573425,40.534103
9,10,2016,12,23,0.577328,0.343705,26.107184,8.973164,108.409469
10,11,2016,1,117,0.465303,0.376382,32.889594,12.379037,59.968007
10,11,2016,2,117,0.465303,0.376382,66.020348,24.848843,74.539725
10,11,2016,3,117,0.465303,0.376382,83.767095,31.528391,76.904194
10,11,2016,4,117,0.584248,0.578796,136.549383,79.034219,46.469357
10,11,2016,5,117,0.670134,0.775991,156.691586,121.591244,67.149357
10,11,2016,6,117,0.687652,0.822486,205.748081,169.224821,24.579397
10,11,2016,7,117,0.711843,0.773136,222.563301,172.071785,59.329315
10,11,2016,8,117,0.631665,0.744097,209.848236,156.147371,13.552380
10,11,2016,9,117,0.649532,0.425905,127.483951,54.296054,56.234907
10,11,2016,10,117,0.623926,-0.174493,59.720818,-10.420845,156.875573
10,11,2016,11,117,0.621860,-0.241617,57.086067,-13.792939,38.537814
10,11,2016,12,117,0.621860,-0.241617,26.276512,-6.348841,102.355842
11,12,2016,1,428,0.460502,0.504284,33.480829,16.883857,53.665017
11,12,2016,2,428,0.460502,0.504284,66.700693,33.636114,68.103933
11,12,2016,3,428,0.460502,0.504284,85.898493,43.317263,70.970742
11,12,2016,4,428,0.585185,0.517729,139.247391,72.092396,42.602557
11,12,2016,5,428,0.688048,0.671594,159.550873,107.153415,62.932368
11,12,2016,6,428,0.726228,0.854189,209.051828,178.569836,23.921629
11,12,2016,7,428,0.747857,0.801039,225.245731,180.430531,57.338653
11,12,2016,8,428,0.705901,0.803869,212.839062,171.094722,13.318284
11,12,2016,9,428,0.711274,0.416479,129.183180,53.802023,53.253032
11,12,2016,10,428,0.658761,-0.438586,60.905237,-26.712200,143.712404
11,12,2016,11,428,0.653938,-0.533564,57.669396,-30.770295,35.514935
11,12,2016,12,428,0.653938,-0.533564,26.553307,-14.167880,91.893098
12,13,2016,1,11,0.522345,0.318555,33.970072,10.821321,48.456600
12,13,2016,2,11,0.522345,0.318555,67.202210,21.407570,62.773510
12,13,2016,3,11,0.522345,0.318555,87.587704,27.901462,66.218029
12,13,2016,4,11,0.605815,0.540036,141.401948,76.362087,39.629164
12,13,2016,5,11,0.687606,0.648836,161.713071,104.925218,59.955332
12,13,2016,6,11,0.681432,0.751476,211.679035,159.071781,23.432934
12,13,2016,7,11,0.684678,0.651727,227.539068,148.293414,55.758862
12,13,2016,8,11,0.673382,0.680052,215.306925,146.419895,13.118543
12,13,2016,9,11,0.661731,0.345422,130.590441,45.108828,50.978642
12,13,2016,10,11,0.688330,-0.239078,61.822161,-14.780313,133.624073
12,13,2016,11,11,0.691468,-0.303812,58.229915,-17.690966,32.997400
12,13,2016,12,11,0.691468,-0.303812,26.760213,-8.130082,83.043760
13,14,2016,1,23,0.486355,0.091918,34.000363,3.125237,47.130655
13,14,2016,2,23,0.486355,0.091918,67.372252,6.192706,61.005113
13,14,2016,3,23,0.486355,0.091918,88.045018,8.092900,64.594500
13,14,2016,4,23,0.583807,0.272799,141.919546,38.715484,38.863955
13,14,2016,5,23,0.733515,0.633671,162.314367,102.853839,58.986734
13,14,2016,6,23,0.728505,0.672139,212.326475,142.712925,23.195078
13,14,2016,7,23,0.633634,0.510199,228.048333,116.350084,55.446865
13,14,2016,8,23,0.624861,0.491860,215.893281,106.189292,13.084609
13,14,2016,9,23,0.668540,-0.009954,131.077340,-1.304798,50.267079
13,14,2016,10,23,0.622483,-1.024076,62.252543,-63.751344,130.425812
13,14,2016,11,23,0.618177,-1.136722,58.307052,-66.278907,32.246157
13,14,2016,12,23,0.618177,-1.136722,26.880919,-30.556131,81.209960
14,15,2016,1,30,0.498201,0.427862,33.829536,14.474377,47.746606
14,15,2016,2,30,0.498201,0.427862,67.376107,28.827685,61.145576
14,15,2016,3,30,0.498201,0.427862,87.892685,37.605952,64.630634
14,15,2016,4,30,0.571197,0.615869,141.643135,87.233614,39.160184
14,15,2016,5,30,0.719200,0.747050,162.160691,121.142095,58.982415
14,15,2016,6,30,0.692900,0.786393,212.011265,166.724241,23.105820
14,15,2016,7,30,0.741247,0.742060,227.672130,168.946396,55.728298
14,15,2016,8,30,0.711668,0.761000,215.552004,164.034987,13.129771
14,15,2016,9,30,0.754691,0.411707,131.064254,53.960028,50.338473
14,15,2016,10,30,0.718136,-0.298754,62.392538,-18.640045,130.702867
14,15,2016,11,30,0.714644,-0.377508,58.146181,-21.950656,32.415843
14,15,2016,12,30,0.714644,-0.377508,26.942362,-10.170961,82.799879
15,16,2016,1,40,0.334114,0.014767,33.354193,0.492545,54.945133
15,16,2016,2,40,0.334114,0.014767,65.486734,0.967050,65.779045
15,16,2016,3,40,0.334114,0.014767,83.212308,1.228806,69.739380
15,16,2016,4,40,0.402024,0.291893,134.875095,39.369163,50.228332
15,16,2016,5,40,0.575646,0.641695,155.310664,99.662014,73.173926
15,16,2016,6,40,0.706565,0.842479,203.990915,171.858103,25.088057
15,16,2016,7,40,0.554483,0.636530,222.799079,141.818209,63.486276
15,16,2016,8,40,0.438605,0.582362,209.651045,122.092787,15.467185
15,16,2016,9,40,0.608096,0.652524,127.931859,83.478665,57.637672
15,16,2016,10,40,0.693114,0.522055,60.186196,31.420526,160.371443
15,16,2016,11,40,0.700203,0.505229,57.380349,28.990240,34.885882
15,16,2016,12,40,0.700203,0.505229,27.693614,13.991628,95.834536
16,17,2016,1,28,0.371051,0.560577,33.428190,18.739062,44.832635
16,17,2016,2,28,0.371051,0.560577,66.255541,37.141307,50.719285
16,17,2016,3,28,0.371051,0.560577,85.031018,47.666400,56.287034
16,17,2016,4,28,0.511795,0.796665,136.308790,108.592456,48.949596
16,17,2016,5,28,0.749197,1.008618,157.134282,158.488525,72.170768
16,17,2016,6,28,0.685392,0.856133,205.303629,175.767244,24.194462
16,17,2016,7,28,0.605032,0.872799,224.847617,196.246667,64.779319
16,17,2016,8,28,0.682006,0.949737,211.819796,201.173089,15.924663
16,17,2016,9,28,0.639473,0.941888,130.037396,122.480601,54.662568
16,17,2016,10,28,0.571750,0.981080,62.409899,61.229130,144.989175
16,17,2016,11,28,0.566353,0.983173,57.521533,56.553639,28.992685
16,17,2016,12,28,0.566353,0.983173,29.391725,28.897161,83.250620
17,18,2016,1,73,0.414458,0.360159,28.722547,10.344685,25.969155
17,18,2016,2,73,0.414458,0.360159,67.946644,24.471598,24.843773
17,18,2016,3,73,0.414458,0.360159,92.545751,33.331189,32.670465
17,18,2016,4,73,0.487482,0.379278,146.741773,55.655893,32.233081
17,18,2016,5,73,0.599398,0.430671,166.995459,71.920096,52.322174
17,18,2016,6,73,0.486640,0.422664,215.884756,91.246610,18.166559
17,18,2016,7,73,0.311702,0.190167,234.183710,44.534125,59.962868
17,18,2016,8,73,0.254537,0.183639,221.253681,40.630915,15.344373
17,18,2016,9,73,0.276377,-0.024076,138.479374,-3.334027,42.204415
17,18,2016,10,73,0.337588,-0.362569,70.138824,-25.430151,93.264094
17,18,2016,11,73,0.343427,-0.402762,56.776860,-22.867565,16.873058
17,18,2016,12,73,0.343427,-0.402762,29.063718,-11.705763,51.385892
18,19,2016,1,62,0.347780,0.576549,28.574790,16.474773,24.707447
18,19,2016,2,62,0.347780,0.576549,67.977077,39.192132,23.385497
18,19,2016,3,62,0.347780,0.576549,92.832604,53.522566,31.135995
18,19,2016,4,62,0.507958,0.553501,147.698683,81.751423,31.186037
18,19,2016,5,62,0.733204,0.809237,167.827794,135.812446,51.114227
18,19,2016,6,62,0.730430,0.773452,216.570403,167.506909,17.653626
18,19,2016,7,62,0.558907,0.623491,234.957415,146.493920,59.417302
18,19,2016,8,62,0.633352,0.749962,222.000101,166.491677,15.117004
18,19,2016,9,62,0.685187,0.681296,139.088900,94.760645,41.363417
18,19,2016,10,62,0.626048,0.553399,70.792152,39.176311,89.609983
18,19,2016,11,62,0.620554,0.537608,56.725163,30.495903,16.257570
18,19,2016,12,62,0.620554,0.537608,29.252030,15.726126,49.554148
19,20,2016,1,54,0.383103,0.603529,28.211315,17.026334,21.031497
19,20,2016,2,54,0.383103,0.603529,68.591842,41.397135,19.364582
19,20,2016,3,54,0.383103,0.603529,93.859792,56.647065,26.560418
19,20,2016,4,54,0.501604,0.463694,150.182062,69.638460,27.711646
19,20,2016,5,54,0.629473,0.550196,170.294472,93.695386,47.603554
19,20,2016,6,54,0.589015,0.635379,218.556413,138.866084,16.150343
19,20,2016,7,54,0.396702,0.360730,236.930646,85.467959,58.687440
19,20,2016,8,54,0.290823,0.363032,224.119685,81.362641,14.359577
19,20,2016,9,54,0.305444,0.357216,140.962169,50.353887,39.085932
19,20,2016,10,54,0.341287,0.608982,73.170518,44.559561,79.018317
19,20,2016,11,54,0.344733,0.635403,56.950727,36.186641,14.397647
19,20,2016,12,54,0.344733,0.635403,30.139086,19.150454,44.365884
20,21,2016,1,22,0.356631,0.774580,28.087314,21.755884,20.588154
20,21,2016,2,22,0.356631,0.774580,68.210717,52.834686,18.588967
20,21,2016,3,22,0.356631,0.774580,93.916109,72.745579,26.168576
20,21,2016,4,22,0.495351,0.745600,150.864663,112.484700,27.489795
20,21,2016,5,22,0.731380,0.841080,170.639505,143.521532,46.811460
20,21,2016,6,22,0.771824,0.928728,218.872298,203.272892,15.950720
20,21,2016,7,22,0.707744,0.873216,237.450165,207.345245,57.713998
20,21,2016,8,22,0.594146,0.813139,224.447780,182.507155,14.465630
20,21,2016,9,22,0.550768,0.890883,141.053703,125.662414,38.619347
20,21,2016,10,22,0.449720,1.123630,73.015037,82.041914,77.155802
20,21,2016,11,22,0.440699,1.148104,56.693242,65.089762,14.224309
20,21,2016,12,22,0.440699,1.148104,29.941941,34.376476,43.262769
21,22,2016,1,19,0.336678,0.461277,28.135052,12.978038,20.953945
21,22,2016,2,19,0.336678,0.461277,68.204679,31.461216,19.032137
21,22,2016,3,19,0.336678,0.461277,93.813848,43.274124,26.598707
21,22,2016,4,19,0.434228,0.365636,150.561122,55.050555,27.825877
21,22,2016,5,19,0.578760,0.445654,170.381275,75.931129,47.235751
21,22,2016,6,19,0.600509,0.708899,218.659860,155.007700,16.104710
21,22,2016,7,19,0.500576,0.580558,237.216488,137.718015,57.905725
21,22,2016,8,19,0.384890,0.535456,224.226012,120.063097,14.507431
21,22,2016,9,19,0.379897,0.588068,140.887769,82.851651,38.872777
21,22,2016,10,19,0.362136,0.759823,72.834566,55.341406,78.325749
21,22,2016,11,19,0.360623,0.776895,56.701846,44.051366,14.403781
21,22,2016,12,19,0.360623,0.776895,29.891449,23.222510,43.866129
22,23,2016,1,12,0.304048,0.703223,28.086375,19.750979,20.785030
22,23,2016,2,12,0.304048,0.703223,68.034740,47.843581,18.733167
22,23,2016,3,12,0.304048,0.703223,93.818715,65.975461,26.448993
22,23,2016,4,12,0.422086,0.663121,150.826259,100.016025,27.774403
22,23,2016,5,12,0.601607,0.771665,170.504303,131.572169,46.961516
22,23,2016,6,12,0.628815,0.853174,218.775625,186.653679,16.031083
22,23,2016,7,12,0.598764,0.795650,237.424656,188.907026,57.505387
22,23,2016,8,12,0.511066,0.769211,224.351685,172.573846,14.543386
22,23,2016,9,12,0.522171,0.840502,140.921943,118.445132,38.690171
22,23,2016,10,12,0.476760,1.028628,72.755433,74.838258,77.655210
22,23,2016,11,12,0.472752,1.047602,56.582902,59.276344,14.341399
22,23,2016,12,12,0.472752,1.047602,29.801303,31.219895,43.465870
23,24,2016,1,54,0.319437,0.729275,27.823879,20.291261,18.896984
23,24,2016,2,54,0.319437,0.729275,67.797619,49.443112,16.382035
23,24,2016,3,54,0.319437,0.729275,94.202314,68.699397,24.256441
23,24,2016,4,54,0.430233,0.646152,152.484555,98.528272,26.331696
23,24,2016,5,54,0.637765,0.861302,171.764880,147.941385,44.949121
23,24,2016,6,54,0.607734,0.871349,219.836719,191.554495,15.262458
23,24,2016,7,54,0.591155,0.849935,238.742929,202.916073,56.153068
23,24,2016,8,54,0.609418,0.844387,225.505984,190.414335,14.317128
23,24,2016,9,54,0.650923,0.826516,141.739548,117.150027,37.326528
23,24,2016,10,54,0.608828,0.837977,73.453710,61.552485,71.839008
23,24,2016,11,54,0.605030,0.838539,56.329160,47.234201,13.447631
23,24,2016,12,54,0.605030,0.838539,29.894063,25.067340,40.437171
24,28,2016,1,71,0.448922,0.590002,28.363344,16.734419,18.106484
24,28,2016,2,71,0.448922,0.590002,66.865888,39.450984,15.845534
24,28,2016,3,71,0.448922,0.590002,94.008667,55.465268,24.198288
24,28,2016,4,71,0.506954,0.334560,152.903083,51.155206,25.945253
24,28,2016,5,71,0.562573,0.403968,171.041685,69.095323,45.210336
24,28,2016,6,71,0.597218,0.660083,219.255628,144.726917,15.940960
24,28,2016,7,71,0.555714,0.609335,238.426143,145.281280,55.203533
24,28,2016,8,71,0.451035,0.613425,225.377196,138.252039,13.929717
24,28,2016,9,71,0.484491,0.328987,140.606391,46.257620,37.795009
24,28,2016,10,71,0.484125,0.133682,72.402950,9.678945,68.883695
24,28,2016,11,71,0.484153,0.112539,55.820880,6.282028,12.701727
24,28,2016,12,71,0.484153,0.112539,29.338825,3.301763,38.511166
25,29,2016,1,110,0.460433,0.745022,28.953339,21.570880,17.531772
25,29,2016,2,110,0.460433,0.744974,66.365186,49.440339,15.696386
25,29,2016,3,110,0.460433,0.744990,94.147058,70.138637,24.262561
25,29,2016,4,110,0.563498,0.545349,153.192049,83.543138,25.360700
25,29,2016,5,110,0.620039,0.556524,170.504610,94.889832,45.397203
25,29,2016,6,110,0.502864,0.492784,218.870553,107.855928,16.405501
25,29,2016,7,110,0.506244,0.557990,237.926783,132.760725,54.428248
25,29,2016,8,110,0.585587,0.737928,225.231826,166.204931,13.584552
25,29,2016,9,110,0.665599,0.593355,139.643329,82.858113,38.150070
25,29,2016,10,110,0.628726,0.394936,71.659321,28.300879,66.366783
25,29,2016,11,110,0.625069,0.373552,55.605137,20.771388,12.086923
25,29,2016,12,110,0.625069,0.373526,29.014437,10.837634,37.037663
26,30,2016,1,130,0.420249,0.780230,29.762761,23.221813,16.726315
26,30,2016,2,130,0.420249,0.780230,65.961019,51.464796,15.549612
26,30,2016,3,130,0.420249,0.780230,94.797943,73.964243,24.167887
26,30,2016,4,130,0.509696,0.468336,153.886745,72.070649,24.323398
26,30,2016,5,130,0.645424,0.709675,170.268674,120.835351,45.278722
26,30,2016,6,130,0.653166,0.858456,218.871369,187.891528,16.540357
26,30,2016,7,130,0.562765,0.739728,237.387862,175.602478,52.777069
26,30,2016,8,130,0.452166,0.730955,225.267931,164.660786,13.154429
26,30,2016,9,130,0.426217,0.542111,138.718149,75.200622,38.052737
26,30,2016,10,130,0.396831,0.486843,70.948425,34.540733,62.666167
26,30,2016,11,130,0.394494,0.480955,55.449928,26.668905,11.336347
26,30,2016,12,130,0.394494,0.480955,28.725846,13.815832,35.212362
27,31,2016,1,18,0.272725,0.877912,30.036980,26.369812,16.464825
27,31,2016,2,18,0.272725,0.877912,65.752756,57.725105,15.494602
27,31,2016,3,18,0.272725,0.877912,94.973040,83.377931,24.168431
27,31,2016,4,18,0.369230,0.606464,154.128401,93.473341,24.044437
27,31,2016,5,18,0.601829,0.788456,170.147678,134.153896,45.287510
27,31,2016,6,18,0.739272,0.990770,218.839214,216.819337,16.615975
27,31,2016,7,18,0.728482,0.960251,237.215631,227.786621,52.154294
27,31,2016,8,18,0.640613,0.952274,225.266381,214.515396,13.011054
27,31,2016,9,18,0.623369,0.869332,138.368624,120.288219,38.036912
27,31,2016,10,18,0.479458,0.879586,70.633535,62.128237,61.471408
27,31,2016,11,18,0.466332,0.880925,55.348082,48.757515,11.089214
27,31,2016,12,18,0.466332,0.880925,28.581729,25.178363,34.601880
28,32,2016,1,18,0.426923,0.612825,28.097913,17.219098,18.269795
28,32,2016,2,18,0.426923,0.612825,67.733477,41.508755,15.969741
28,32,2016,3,18,0.426923,0.612825,94.427613,57.867583,23.861905
28,32,2016,4,18,0.540153,0.446304,152.799560,68.195027,25.569212
28,32,2016,5,18,0.705244,0.621554,171.740073,106.745715,44.639151
28,32,2016,6,18,0.612764,0.610528,219.824138,134.208697,15.363644
28,32,2016,7,18,0.405324,0.346831,238.605943,82.755970,55.907071
28,32,2016,8,18,0.474589,0.516076,225.613200,116.433622,14.077480
28,32,2016,9,18,0.503392,0.352425,141.429917,49.843508,37.347775
28,32,2016,10,18,0.516918,0.235505,73.408297,17.288051,69.481812
28,32,2016,11,18,0.518580,0.222148,56.347414,12.517452,12.945196
28,32,2016,12,18,0.518580,0.222148,29.894993,6.641106,39.161619
29,33,2016,1,423,0.408532,0.664409,29.148783,19.366712,17.165662
29,33,2016,2,423,0.408532,0.664384,67.554113,44.881870,15.800436
29,33,2016,3,423,0.408532,0.664394,95.459306,63.422620,23.587420
29,33,2016,4,423,0.508823,0.339393,153.632852,52.141887,23.865625
29,33,2016,5,423,0.609181,0.435095,171.592636,74.659066,44.269821
29,33,2016,6,423,0.564916,0.605725,219.935017,133.220125,15.439106
29,33,2016,7,423,0.530469,0.584593,237.834176,139.036239,54.169158
29,33,2016,8,423,0.520625,0.624686,225.705411,140.994992,13.501498
29,33,2016,9,423,0.563758,0.352807,140.373731,49.524904,37.199244
29,33,2016,10,423,0.558344,-0.091652,72.841947,-6.676095,64.393716
29,33,2016,11,423,0.557713,-0.139848,56.390767,-7.886114,11.921844
29,33,2016,12,423,0.557713,-0.140063,29.747854,-4.166571,36.726812
30,35,2016,1,130,0.354933,0.835249,29.431042,24.582261,16.829253
30,35,2016,2,130,0.354933,0.835247,67.897558,56.711256,15.792531
30,35,2016,3,130,0.354933,0.835248,96.094036,80.262374,23.317987
30,35,2016,4,130,0.478335,0.534323,153.980583,82.275334,23.091313
30,35,2016,5,130,0.641963,0.659275,171.940030,113.355830,43.827039
30,35,2016,6,130,0.614736,0.777108,220.333116,171.222622,15.124513
30,35,2016,7,130,0.555354,0.746005,237.668581,177.301936,53.632014
30,35,2016,8,130,0.632129,0.892375,225.888798,201.577476,13.348386
30,35,2016,9,130,0.674707,0.704811,140.411795,98.963834,36.833301
30,35,2016,10,130,0.589562,0.380058,73.104469,27.783954,62.716340
30,35,2016,11,130,0.581488,0.345740,56.638132,19.582052,11.656420
30,35,2016,12,130,0.581488,0.345719,29.946001,10.352910,36.156768
31,36,2016,1,77,0.404844,0.831354,29.503015,24.527435,16.804867
31,36,2016,2,77,0.404844,0.831327,68.147454,56.652845,15.725712
31,36,2016,3,77,0.404844,0.831340,96.143446,79.927896,23.255418
31,36,2016,4,77,0.545237,0.633910,154.108485,97.690973,23.240224
31,36,2016,5,77,0.682712,0.731967,172.140789,126.001397,43.698691
31,36,2016,6,77,0.611621,0.743290,220.520186,163.910363,15.069768
31,36,2016,7,77,0.634684,0.806669,237.692740,191.739263,53.435447
31,36,2016,8,77,0.719899,0.935518,225.944144,211.374774,13.211390
31,36,2016,9,77,0.770795,0.779870,140.541333,109.603974,36.806392
31,36,2016,10,77,0.720554,0.597614,73.344596,43.831770,62.333863
31,36,2016,11,77,0.715587,0.579059,56.732222,32.851276,11.497567
31,36,2016,12,77,0.715587,0.579050,30.066936,17.410246,36.179075
